NumSingle NumDouble Num3orMore NumNotCliques MaxSize AvgSize
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
